name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,instructions
Bisi bele bath,"Split pigeon peas, chana dal, urad dal, green peas, french beans",vegetarian,30,45,spicy,main course,Karnataka,South,"Bisi Bele Bath is a flavorful and hearty South Indian rice dish made with a unique blend of spices and lentils. The dish typically includes split pigeon peas, chana dal, urad dal, green peas, and French beans. To prepare, these lentils and vegetables are cooked together with tamarind, jaggery, and a special spice blend that often includes fenugreek seeds, coriander seeds, and red chilies. The mixture is then combined with rice, creating a one-pot meal with a harmonious balance of flavors—spicy, tangy, and slightly sweet. Bisi Bele Bath is garnished with ghee-fried cashews and is often served with a dollop of ghee or yogurt. This dish is not only delicious but also a nutritious and satisfying option in South Indian cuisine."
Currivepillai sadam ,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Curry Leaves Rice, or ""Currivepillai Sadam"" in South Indian cuisine, is a flavorful rice dish with a distinctive taste. To prepare, chana dal and urad dal are roasted to add a nutty flavor, and then ground along with fresh coconut, sesame seeds, and curry leaves to create a fragrant paste. This paste is then sautéed in oil, and cooked rice is added, ensuring it gets well-coated with the aromatic mixture. The curry leaves contribute a unique and earthy aroma, enhancing the overall flavor profile of the dish. Currivepillai Sadam is not only a delicious and aromatic rice preparation but also celebrates the nutritional benefits of curry leaves and the richness of South Indian culinary traditions."
Idiappam,"Rice flour, hot water, grated coconut",vegetarian,120,30,spicy,snack,Tamil Nadu,South,"To prepare idiappam, rice flour is mixed with hot water to form a smooth and pliable dough. The dough is then pressed through a special press or mold to create thin strands, which are coiled into a circular shape on a steaming plate. The coiled dough is then steamed until fully cooked. Idiappam is often served with freshly grated coconut, providing a delightful combination of textures and flavors. This light and versatile dish can be enjoyed with various accompaniments, such as coconut milk, curry, or a sweetened coconut and jaggery mixture, making it a popular and wholesome choice in South Indian cuisine."
Kanji,"Carrot, yellow mustard, red chilli, black salt",vegetarian,10,45,-1,snack,Kerala,South,"Kanji is a traditional Indian fermented drink that is both refreshing and nutritious. To prepare this beverage, grated carrots are combined with yellow mustard, red chili, and black salt, creating a flavorful mixture. The ingredients are then submerged in water and left to undergo natural fermentation. The fermentation process not only imparts a tangy taste to the drink but also enhances its probiotic properties. Kanji is typically enjoyed during festivals like Holi and is known for its unique blend of spicy and sour flavors. It serves as a cooling and digestive beverage, making it a popular choice, especially during warmer seasons in Indian households."
Kaara kozhambu,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Kaara Kozhambu is a flavorful and tangy South Indian curry known for its spicy kick. To prepare this dish, sesame oil is heated, and drumstick pieces are sautéed until they develop a rich color. Tamarind paste is then added, creating the base for the tangy flavor. Sambar powder, a spice blend, is incorporated to provide depth and heat to the curry. Finally, tomatoes are added to balance the tanginess and add a touch of sweetness. The mixture is simmered until the flavors meld together, resulting in a delicious and aromatic Kaara Kozhambu. This curry is typically served with rice and is a popular choice in South Indian households for its robust and well-balanced taste."
Keerai kootu,"Moong dal, chana dal, spinach, urad dal, coconut oil",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"To prepare, moong dal and chana dal are cooked until tender, and then spinach (keerai) is added to the mix. In a separate pan, urad dal is tempered in coconut oil until golden brown, creating a fragrant seasoning. This tempering, along with the addition of coconut oil, enhances the dish with a distinct South Indian flavor. The seasoned mixture is then combined with the cooked lentils and spinach, creating a wholesome and well-balanced kootu. Keerai kootu is often served with rice, providing a delicious and nutritious accompaniment to a South Indian meal."
Keerai masiyal,"Urad dal, curry leaves, sugar, mustard seeds, spinach",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Keerai Masiyal is a traditional South Indian dish that features a flavorful and spiced spinach mash. To prepare, spinach is cooked until tender and then mashed to a coarse consistency. In a separate pan, urad dal is roasted until golden brown, and mustard seeds are spluttered in oil, adding a nutty flavor and aromatic touch. Curry leaves are also included for their distinct fragrance. The tempered ingredients are then combined with the mashed spinach. A pinch of sugar is often added to enhance the overall flavor profile, providing a subtle sweetness to complement the savory elements. Keerai Masiyal is a simple yet delicious dish, showcasing the natural flavors of spinach with the added depth of the tempering, making it a nutritious and comforting choice in South Indian cuisine."
Keerai poriyal,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"Keerai Poriyal is a nutritious South Indian side dish made with amaranth leaves. To prepare, the amaranth leaves are finely chopped and sautéed with split urad dal, mustard seeds, and red chilies in oil until they are cooked and tender. The mustard seeds add a subtle crunch, and the urad dal provides a nutty flavor to the dish. Grated coconut is often added at the end, enhancing the overall taste with its sweetness and texture. Keerai Poriyal is a quick and simple stir-fry that celebrates the natural flavors of the greens while incorporating the aromatic tempering, making it a wholesome and delicious accompaniment to rice in South Indian meals."
Beef Fry,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",non vegetarian,10,60,spicy,main course,Kerala,South,"Beef Fry is a flavorful and spicy South Indian dish that highlights the rich taste of beef. To prepare, bite-sized beef pieces are marinated in a mixture of coconut, garam masala, curry leaves, green chilies, and chili powder. This marinade infuses the beef with a blend of aromatic spices and a hint of coconut sweetness. The beef is then stir-fried until it develops a rich brown color, creating a perfect balance of tenderness and a slightly crispy exterior. Beef Fry is known for its bold flavors and is often enjoyed as a side dish or a main course, served with rice or bread in South Indian cuisine."
Pesarattu,"Green moong beans, rice flour",vegetarian,120,20,spicy,snack,Andhra Pradesh,South,"Pesarattu is a nutritious and popular South Indian pancake made primarily with green moong beans. To prepare, green moong beans are soaked, ground into a batter, and combined with rice flour. The batter is seasoned with salt and sometimes includes ingredients like ginger or green chilies for added flavor. The resulting batter is then ladled onto a hot griddle to create thin and crispy pancakes. Pesarattu is often served with chutney or a spicy lentil powder known as podi. This dish is not only delicious but also high in protein, making it a healthy and satisfying choice for breakfast or a light meal in South Indian cuisine."
Poriyal,"Chana dal, urad dal, beans, coconut, mustard",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Poriyal is a South Indian side dish that involves the sautéing of vegetables with a flavorful tempering. To prepare, chana dal and urad dal are roasted until golden brown in oil, and mustard seeds are spluttered for added flavor. Chopped beans are then stir-fried in this tempering mixture until they are cooked but still retain a slight crunch. Grated coconut is often added towards the end, providing a sweet and nutty finish to the dish. Poriyal is a quick and simple way to highlight the natural flavors of vegetables while incorporating the aromatic and savory elements of the tempering, making it a common and delightful accompaniment to rice in South Indian meals."
Rasam,"Tomato, curry leaves, garlic, mustard seeds, hot water",vegetarian,10,35,spicy,main course,-1,South,"Rasam is a traditional South Indian soup known for its tangy and spicy flavors. To prepare rasam, tomatoes are simmered with curry leaves, garlic, and mustard seeds in hot water until the tomatoes are soft and the flavors meld together. Tamarind pulp is often added for tanginess, and a spice blend typically includes ingredients like black pepper, cumin, and coriander. The resulting broth is strained, creating a clear and aromatic liquid. Rasam is commonly enjoyed with rice or served as a soup, and its unique blend of spices makes it a comforting and flavorful dish, especially during cold or rainy days in South Indian cuisine."
Puttu,"Brown rice flour, sugar, grated coconut",vegetarian,495,40,-1,main course,Kerala,South,"Puttu is a traditional South Indian and Sri Lankan dish made with steamed cylinders of ground rice flour and grated coconut. To prepare puttu, brown rice flour is mixed with water and a pinch of salt to create a crumbly texture. The mixture is then layered with grated coconut and steamed in a cylindrical puttu maker or steamer. The result is a light and fluffy cylindrical-shaped cake with distinct layers of rice and coconut. Puttu is often served with accompaniments such as sugar, banana, chickpea curry, or dal. This dish is a popular breakfast item and showcases the versatility of rice in South Indian and Sri Lankan cuisines."
Sambar,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,20,45,spicy,main course,-1,South,"Sambar is a quintessential South Indian dish, a flavorful and hearty lentil-based stew that features pigeon peas (toor dal) as its base. To prepare sambar, the lentils are cooked with a medley of vegetables like eggplant and drumsticks. The key flavoring agent is sambar powder, a spice blend that typically includes coriander, cumin, fenugreek, and other spices. Tamarind is added to provide the dish with a tangy element. The ingredients are simmered together until they form a harmonious and richly flavored stew. Sambar is often served with rice, idli, dosa, or other South Indian staples and is celebrated for its varied textures and layers of taste."
Amti,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",vegetarian,10,45,spicy,main course,Maharashtra,West,"Amti is a Maharashtrian dal preparation known for its unique spicing and flavors. To prepare Amti, arhar dal (pigeon peas) is cooked until tender. The distinctive flavor comes from the use of ""kala masala,"" a spice blend native to Maharashtra, which typically includes ingredients like black cardamom, cinnamon, cloves, and bay leaves. The dal is then seasoned with a tempering of mustard seeds, curry leaves, and sometimes green chilies. Hot water is added to achieve the desired consistency. Amti is a flavorful and mildly spiced lentil dish that is often served with rice or bhakri (flatbread), showcasing the culinary richness of Maharashtrian cuisine."
Zunka,"Gram flour, mustard, garlic, turmeric, red chilli",vegetarian,10,25,spicy,main course,Maharashtra,West,"To prepare Zunka, gram flour (besan) is roasted to a golden brown color, creating a nutty and aromatic base. Mustard seeds, garlic, turmeric, and red chili are then added to the roasted gram flour, infusing the dish with bold and spicy flavors. The mixture is sautéed until the spices are well incorporated, and the dish achieves a semi-dry consistency. Zunka is often enjoyed as a side dish and pairs well with bhakri (a type of flatbread) or rice. It's a simple yet delightful dish that showcases the robust flavors of Maharashtra's culinary heritage."
Bajri no rotlo,"Wheat flour, pearl millet flour, hot water",vegetarian,10,10,spicy,main course,Gujarat,West,"Bajri no Rotlo is a traditional and wholesome flatbread from the Indian state of Gujarat. To prepare this dish, a mixture of wheat flour and pearl millet flour (bajra flour) is combined, and hot water is added to form a dough. The dough is then divided into portions, and each portion is hand-pressed or patted into round, flat discs. These discs are typically thicker than regular wheat rotis. The use of pearl millet flour adds a nutty flavor and nutritional richness to the rotlo. The flatbreads are cooked on a hot griddle or open flame until they develop a golden brown color. Bajri no Rotlo is often served with ghee (clarified butter), yogurt, or a variety of pickles, offering a simple and nutritious staple in Gujarati cuisine."
Coconut vadi,"Condensed milk, mawa, desiccated coconut, almonds, cashews",vegetarian,20,30,sweet,dessert,Maharashtra,West,"Coconut Vadi is a delectable Indian sweet that combines the richness of condensed milk and mawa (khoya) with the delightful texture of desiccated coconut, almonds, and cashews. To prepare, condensed milk and mawa are cooked together until they form a thick, fudgy consistency. Desiccated coconut is then added to the mixture, providing a chewy and coconutty element. Chopped almonds and cashews contribute a crunchy texture and nutty flavor. The combined mixture is shaped into small, bite-sized pieces and allowed to cool, resulting in irresistible Coconut Vadi. This sweet treat is a popular choice during festivals and celebrations, showcasing the luscious combination of dairy, coconut, and nuts in Indian sweets."
Bombil fry,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",non vegetarian,-1,-1,spicy,main course,Maharashtra,West,"Bombil Fry, a popular seafood dish, features Bombay duck, also known as bombil, as the main ingredient. To prepare, the Bombay duck is coated with a mixture of Malvani masala (a flavorful spice blend from the Malvan region), rice flour, Bombay rava (semolina), and green chilies. This coating provides a crisp and flavorful exterior when the fish is fried. The marinated Bombay duck is then deep-fried until it achieves a golden-brown and crispy texture. Bombil Fry is a beloved dish along the coastal regions of Maharashtra and is often served as a delicious appetizer or side dish, showcasing the unique flavors of Malvani cuisine and the versatility of seafood in Indian culinary traditions."
Chakali,"Rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10,40,spicy,snack,Maharashtra,West,"Chakali is a popular Indian snack known for its spiral shape and crunchy texture. To prepare chakali, a mixture of rice flour, plain flour, and spices like turmeric and red chili are combined to create a dough. This dough is then shaped into spirals using a chakali press or a mold. Sesame seeds are often added to the dough for an extra crunch and nutty flavor. The formed chakalis are deep-fried until they turn golden brown and crispy. This savory and spiced snack is enjoyed during festive occasions or as a tea-time treat. Chakali showcases the diverse range of snacks in Indian cuisine, with its unique shape and delightful combination of flavors."
Chevdo,"Citric acid, fry, raisins, sugar, chana daal",vegetarian,20,30,spicy,snack,Gujarat,West,"Chevdo is a popular Indian snack mix that combines various ingredients to create a sweet, savory, and crunchy blend. To prepare chevdo, ingredients like chana dal (split chickpeas), raisins, and sugar are fried until they achieve a golden brown color. Citric acid is often added to impart a tangy flavor to the mix. The combination of sweet and tangy elements, along with the crunchiness of the fried ingredients, creates a delightful snack with a unique taste profile. Chevdo is enjoyed during festivals and special occasions in Indian households, showcasing the diverse flavors and textures found in traditional Indian snacks."
Dahi vada,"Urad dal, bhuna chana, garam masala, dates, tamarind",vegetarian,30,30,-1,snack,Maharashtra,West,"Dahi Vada is a popular Indian dish consisting of deep-fried lentil dumplings soaked in yogurt and topped with flavorful chutneys. To prepare the vadas, urad dal and bhuna chana (roasted gram) are ground into a batter, seasoned with garam masala, and then deep-fried until golden brown. The fried vadas are then soaked in water to remove excess oil and later immersed in whipped yogurt. The dish is garnished with a combination of sweet and tangy chutneys made from dates and tamarind. Dahi Vada is loved for its contrasting textures – the softness of the vadas against the creamy yogurt and the burst of flavors from the chutneys, making it a popular and refreshing snack in Indian cuisine."
Dalithoy,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",vegetarian,5,20,-1,main course,Maharashtra,West,"Dalithoy is a traditional South Indian dal preparation that highlights the simplicity and flavors of lentils. Arhar dal (pigeon pea lentils) is cooked until soft and then seasoned with a tempering of mustard seeds, red chili, and curry leaves in coconut oil. This tempering, also known as tadka, adds a burst of aromatic and savory notes to the dal. Dalithoy is appreciated for its mild and comforting taste, often served with rice or Indian bread. The use of coconut oil and curry leaves in the tempering provides a distinctive South Indian touch, enhancing the overall appeal of this classic dal dish."
Dhokla,"Rava, coconut, gram flour, mustard, sesame",vegetarian,10,20,spicy,snack,Gujarat,West,"Dhokla is a popular and steamed savory cake in Indian cuisine, particularly associated with the western state of Gujarat. To prepare dhokla, a batter is made by combining gram flour (besan) with rava (semolina), coconut, and various spices. This batter is fermented for a few hours to achieve a light and airy texture. The mixture is then seasoned with a tempering of mustard seeds and sesame seeds, adding a burst of flavor. The batter is steamed until it rises and sets into a spongy cake. Once cooked, it is cut into squares or diamond shapes. Dhokla is often served with green chutney and a sprinkling of grated coconut, offering a delightful combination of textures and flavors in a popular Indian snack or breakfast item."
Dudhi halwa,"Bottle gourd, green, raisins, sugar, clarified butter",vegetarian,15,30,sweet,dessert,Gujarat,West,"Dudhi Halwa is a sweet and delectable Indian dessert made from bottle gourd (dudhi or lauki). To prepare, grated bottle gourd is cooked in clarified butter (ghee) until it softens and releases its moisture. Sugar is then added to sweeten the mixture, and the halwa is stirred continuously until it thickens and attains a rich, caramelized color. Raisins are often incorporated for added sweetness and texture. Dudhi Halwa is loved for its smooth and luscious consistency, making it a comforting and indulgent treat. This dessert is frequently enjoyed during festivals and special occasions in Indian households, showcasing the versatility of humble ingredients in creating delightful sweets."
Gatta curry,"Yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10,20,spicy,main course,Rajasthan,West,"Gatta Curry is a popular Rajasthani dish known for its flavorful yogurt-based curry and dumplings made from gram flour (besan). To prepare the gatta (dumplings), besan is mixed with spices and shaped into cylindrical pieces, which are then boiled until cooked through. These gatta are sliced and added to a rich curry made from yogurt and a blend of spices, including garam masala powder. The curry is simmered until it achieves a creamy consistency, allowing the flavors to meld together. Gatta Curry is often enjoyed with rice or Indian bread, and the combination of the soft dumplings with the tangy and spiced yogurt curry creates a satisfying and hearty dish in Rajasthani cuisine."
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,-1,-1,sweet,dessert,Gujarat,West,"Halvasan is a traditional Indian sweet with a unique blend of ingredients. To prepare this dessert, whole wheat rava (semolina) is roasted until golden brown. Chia seeds, lemon juice, and edible gum are added to the mix, creating a distinct texture and flavor profile. A liter of milk is then used to form a thick and sweetened mixture. The combined ingredients are cooked until the mixture thickens and attains a halwa-like consistency. Halvasan is often shaped into squares or diamonds and allowed to cool before serving. This sweet treat showcases the use of wholesome ingredients and the skillful combination of flavors to create a delightful and traditional Indian dessert."
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West,"Jeera Aloo is a simple yet flavorful Indian dish featuring boiled potatoes seasoned with cumin (jeera), green chilies, lemon juice, and chili powder. To prepare, boiled potatoes are diced or sliced and then sautéed in a pan with cumin seeds until they become golden and crispy. Green chilies add a spicy kick, while lemon juice imparts a tangy freshness. Chili powder contributes to the dish's vibrant color and enhances its spiciness. This quick and delicious side dish is often enjoyed with Indian bread, rice, or as a standalone snack, showcasing the versatility of potatoes and the aromatic blend of spices in Indian cuisine."
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,spicy,main course,Madhya Pradesh,Central,"Laapsi is a traditional Indian sweet dish made from cracked wheat (dalia) or lapsi, which is dry roasted until it attains a golden color. To prepare, clarified butter (ghee) is heated in a pan, and dry roasted lapsi is added, along with cinnamon for flavor. The mixture is stirred continuously to ensure even roasting. Once the lapsi is well-roasted, jaggery is added to sweeten the dish. The jaggery melts and blends with the lapsi, creating a sweet and aromatic mixture. Laapsi is often garnished with nuts like almonds or cashews for added texture and richness. This delightful sweet dish is enjoyed during festivals and special occasions in various regions of India."
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,bitter,main course,Gujarat,West,"Methi na Gota is a popular Gujarati snack that features fenugreek leaves as a key ingredient. To prepare, a batter is made by combining gram flour (besan) with semolina (rava), and fenugreek leaves are added to create a flavorful mixture. The batter is seasoned with turmeric and lemon juice for added brightness. Small fritters are then formed by dropping spoonfuls of the mixture into hot oil and frying until they turn golden brown and crispy. Methi na Gota is enjoyed for its unique combination of textures and the distinctive taste of fenugreek. It is often served with chutney or as part of a snack platter, showcasing the flavors of Gujarati cuisine."
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,sweet,dessert,Gujarat,West,"Mohanthal is a traditional Indian sweet, hailing from the state of Gujarat, known for its rich and nutty flavor. To prepare Mohanthal, Bengal gram flour (besan) is roasted until it achieves a golden color, and then ghee is added to form a thick, sweetened mixture. This mixture is infused with the essence of rose water and saffron, contributing to its aromatic profile. Chopped pistachios and almonds (badam) are added for crunch and additional richness. The sweet is then set in a tray, cut into diamond-shaped pieces, and garnished with more nuts. Mohanthal is a popular choice during festivals and celebrations, showcasing the indulgent and festive spirit of Indian sweets."
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West,"Vindaloo is a flavorful and spicy Indian curry, often associated with Goan cuisine. To prepare Chicken Vindaloo, chicken pieces are marinated in a mixture of coconut oil, wine vinegar, and a blend of spices such as ginger, green chilies, and cinnamon. The marinade is left to infuse the chicken with its bold flavors. The dish is then slow-cooked until the chicken becomes tender and absorbs the rich and tangy essence of the spices. Vindaloo is renowned for its fiery taste and aromatic complexity, making it a popular and distinctive dish in Indian cuisine, particularly celebrated for its unique blend of Indian and Portuguese culinary influences."
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West,"Lilva Kachori is a delightful Indian snack known for its crisp and flaky pastry filled with a flavorful mixture of fresh green peas (lilva), ginger, and spices. To prepare, a dough is made from plain flour and rolled into small rounds. The rounds are filled with a mixture of fresh green peas, ginger, lemon juice, and spices. The filled dough is then shaped into small pockets and deep-fried until golden brown and crispy. Lilva Kachori is often served with green garlic chutney for a zesty and aromatic accompaniment. This snack is a favorite during festive occasions and celebrations, showcasing the culinary richness of Indian street food."
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,Rajasthan,West,"Churma Ladoo is a traditional Indian sweet made from whole wheat flour, khus khus (poppy seeds), sesame seeds, dry coconut, and gur (jaggery). To prepare, whole wheat flour is roasted until it turns golden brown. It is then combined with roasted khus khus, sesame seeds, grated dry coconut, and crushed jaggery. The mixture is shaped into round ladoos or sweet balls. Churma Ladoo is known for its rich, nutty flavor and is often prepared during festivals and special occasions, offering a delicious and wholesome treat in Indian sweets."
Cheera Doi,"Rice, mango, curd",vegetarian,-1,-1,sweet,dessert,West Bengal,East,"Cheera Doi is a traditional Bengali dessert that features a delightful combination of rice, mango, and curd (yogurt). To prepare, rice is cooked and combined with mango pulp, creating a sweet and fruity mixture. This is then mixed with curd to achieve a creamy consistency. The dessert is typically sweetened with sugar or jaggery, and the flavors are allowed to meld together, creating a refreshing and indulgent treat. Cheera Doi is often enjoyed during festivals and celebrations in Bengal, showcasing the region's love for the harmonious blend of rice and dairy in their sweet dishes."
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,Assam,North East,"Gheela Pitha is a traditional Assamese sweet dish that incorporates sticky rice, rice flour, jaggery, and orange rind. To prepare, a mixture of sticky rice and rice flour is combined with jaggery to form a sweetened dough. The dough is then shaped into small, flat pancakes and pan-fried until they attain a golden-brown color. The inclusion of orange rind adds a citrusy aroma and flavor to the pithas, enhancing the overall taste. Gheela Pitha is often enjoyed during festivals and special occasions in Assam, representing the cultural richness and diversity of Assamese cuisine."
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,-1,-1,-1,main course,Manipur,North East,"Black rice is a nutritious and flavorful variety of rice, often referred to as Forbidden Black Rice. To prepare a dish with black rice and chicken, the rice is cooked separately until tender and set aside. In a pan, chicken is cooked with olive oil until it reaches a golden-brown color. Slivered almonds are added for a nutty crunch, and garlic powder contributes to the savory flavor profile. The cooked black rice is then combined with the seasoned chicken and almond mixture, creating a wholesome and visually striking dish. Forbidden Black Rice is celebrated for its distinct taste, nutty texture, and high nutritional value, making it a popular choice for creating unique and health-conscious meals."
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,-1,-1,-1,main course,Odisha,East,"Pakhala is a traditional Odia dish that involves fermented rice soaked in water and served with curd. To prepare Pakhala, cooked rice is allowed to ferment in water, creating a slightly sour taste. The fermented rice is then mixed with curd, resulting in a cooling and refreshing dish. Curry leaves and dry chillies are often used for tempering to enhance the flavor. Pakhala is a popular choice, especially during hot summer days, as it is known for its hydrating and soothing qualities. This dish reflects the cultural significance of rice and curd in Odia cuisine, offering a simple yet delicious way to enjoy these staple ingredients."
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,10,20,-1,main course,Assam,North East,"Pani Pitha is a traditional Assamese delicacy prepared with tea leaves, white sesame seeds, dry coconut, and soaked rice. To make Pani Pitha, soaked rice is ground into a paste, and tea leaves are added to create a distinct flavor. White sesame seeds and dry coconut are incorporated into the mixture, creating a rich and aromatic blend. The batter is then shaped into small, flat discs and either pan-fried or steamed. Pani Pitha is often enjoyed during festivals and special occasions in Assam, showcasing the unique combination of ingredients and culinary traditions in Assamese cuisine."
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Payokh is a traditional Kashmiri sweet dish made with basmati rice, rose water, sugar, clarified butter (ghee), and cardamom pods. To prepare Payokh, basmati rice is cooked and then combined with a sugar syrup infused with aromatic rose water and cardamom. The mixture is further enriched with the addition of clarified butter, creating a rich and flavorful dessert. Payokh is often garnished with nuts like almonds or pistachios, adding both texture and visual appeal to this delightful Kashmiri sweet. It is commonly enjoyed during festivals and celebrations, reflecting the cultural richness of Kashmiri cuisine."
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,15,50,spicy,main course,West Bengal,East,"Prawn Malai Curry is a delectable Bengali dish made with prawns in a creamy coconut milk base. To prepare, prawns are cooked in a sauce made with coconut milk, garlic, turmeric, and a hint of sugar. The coconut milk lends richness and a subtle sweetness to the curry, while garlic and turmeric contribute aromatic flavors. Prawn Malai Curry is a harmonious blend of spices and creamy texture, making it a popular and flavorful seafood dish in Bengali cuisine."
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,20,60,sweet,dessert,Goa,West,"Bebinca is a traditional Goan dessert made with coconut milk, egg yolks, clarified butter (ghee), and all-purpose flour. To prepare Bebinca, layers of batter are created by alternating between pouring and baking, resulting in a multi-layered cake. Each layer is cooked until golden brown before adding the next. The richness of coconut milk and clarified butter imparts a luxurious texture and flavor to the dessert. Bebinca is often enjoyed during special occasions and festive celebrations in Goa, showcasing the region's love for coconut-based sweets."
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,-1,-1,sweet,dessert,Jammu & Kashmir,North,"Shufta is a traditional Kashmiri sweet dish made with a rich assortment of ingredients. To prepare Shufta, cottage cheese is combined with dry dates, dried rose petals, pistachios, and almonds (badam). The mixture is then flavored with aromatic spices and sugar to enhance its sweetness. Shufta is a unique and flavorful dessert often associated with Kashmiri cuisine, showcasing the region's use of local ingredients and the art of creating rich, festive sweets. It is typically enjoyed during special occasions and celebrations in Kashmir."
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,20,45,sweet,dessert,Madhya Pradesh,Central,"Mawa Bati is a sweet dish made with milk powder, dry fruits, arrowroot powder, and all-purpose flour. To prepare, a mixture is created using milk powder, finely chopped dry fruits, and arrowroot powder. This mixture is then combined with all-purpose flour to form a dough. The dough is shaped into small rounds and deep-fried until golden brown. Mawa Bati is often enjoyed during festivals and special occasions, showcasing the richness of milk-based sweets in Indian cuisine."
